Id,oblast,Body
2266,fitness,There are several ways to measure your body fat percentage Sportsmedicine About com has a nice description of the most important ones in order of their reliability Underwater Weighing - Hydrostatic Weighing One method of body composition analysis in which a person is weighed while submerged in a large tank of water is called underwater or hydrostatic weighing This method of determining body composition relies on Archimedes' Principle of displacement which states The density of fat mass and fat-free mass are constant Lean tissue is more dense than water Fat tissue is less dense than water Therefore person with more body fat will weigh less underwater and be more buoyant Skinfold Thickness Measurements Because underwater weighting it is complicated and cumbersome and requires special equipment most exercise physiologists use simple skinfold measurements to determine body fat percent The American College of Sports Medicine says that when performed by a trained skilled tester they are up to 98% accurate Bioelectrical Impedance Bioelectrical Impedance is another method of assessing body fat percentage There are a variety of body composition and body fat analyzers and scales available for home use that provide more than just total weight measurements These devices determine total weight the percent and amount of body fat muscle mass water and even bone mass While the readings can be affected by hydration levels food intake skin temperature and other factors if you follow the directions and take the reading under similar conditions you will obtain the best results
2652,fitness,There are countless possibilities that use no/minimal equipment Jogging sprinting intervals etc Stair climbing Jump rope Burpees (this one will surprise you try to get through 50 as fast as you can) Tuck jumps Squat jumps Shadow boxing Power yoga Best of all any timed circuit/interval workout check out the Crossfit Bodyweight Workouts PDF for a great list
2291,fitness,Yes Your target heart rate is based on a percentage of your maximum heart rate The formula is (((220 - Age) - RHR) * 0 7) + RHR This formula will figure for 70% of your maximum based on the Karvonen Method Your Resting Heart Rate (RHR) should be averaged over a few days (3-5) You should take it upon waking before getting out of bed and count total beats for one minute
2341,fitness,Nose has natural air filters for all sorts of things; temperature regulating filters for example Nasal breathing is very important at cold weather However there is a lot of debate concerning the general advice to breath through the nose during cardio workouts You need a lot of oxygen and maybe nose is too small to deliver enough Many runners breath both through nose and mouth at the same time (I should add some sources later - please edit if anyone has some handy)
2287,fitness,Lifts in no particular order Wrist Curls Reverse Wrist Curls Farmer's Walk Wrist Roller Reverse Curls (these interject the outside of the forearm almost as much as the bicep) Other things that help When running do so with tennis balls in your hand so you force yourself to grip the entire time The gain is nominal but it is another chance to work your forearms while exercising When at work periodically squeeze on a stress or tennis ball when not typing/writing or otherwise using your hands When lifting make sure to squeeze the bar/weight as much as possible no matter what lift you are doing If it's a machine grip the handle as hard as possible This forces you to tighten not only your hands/formarms to work them but also makes you tighten the rest of your body There's really no such thing as a lift that only works parts of your body - if you are doing them correctly
2289,fitness,Nothing will totally prevent or 100% effectively treat Delayed Onset Muscle Soreness (DOMS) To treat DOMS though you can try Ending your workout with aerobic exercise will decrease it Taking aspirin or ibuprofen will reduce the pain You shouldn't take ibuprofen before working out This will only treat the symptoms and will not reduce healing time To prevent DOMS A good warm up will go a long way in reducing the soreness Avoid sudden major changes in workout type or length Work into it For more tips (some with significantly less scientific backing) see the Sports Medicine article on About com
2349,fitness,The standard advice is a good meal 3 hours before race/training refuel (like a small gel+water) 20 minutes before start begin fueling 15 minutes after you start hydrate every 15-20 minutes use bars/gels/drinks every 10-30 minutes Another thing is that you can calculate how many calories you'll burn and be sure to get that much from your gels/drinks in regular intervals Generally you have to try and see what works for you (I don't know how well are all these documented but they get used a lot) Be careful when running for 2+ hours you may refuel too little but you may also do so too much don't drink too much don't refuel too much; it's dangerous
3302,fitness,Shoulder injury is often caused by weakness in or overloading of the rotary cuff It's badly developed by most people since they don't really train it Badly executed Bench Presses seem to be a major cause too by putting too much strain on the shoulders So in this light I think it's important to train the muscles involved with your rotary cuffs Infraspinatus Supraspinatus Subscapularis Teres Minor There are a few very easy to execute exercises that can help in strengthening your cuffs with only a dumbbell Lying Shoulder Internal Rotation http //www youtube com/watch v=Vw8HVQuMpNc Lying Shoulder External Rotation http //www youtube com/watch v=VuHuKq3elzQ&amp;feature=related Of course you can use cables in stead of the dumbbells if you happen to have those EDIT BUT If you ever feel a strain on your shoulders or pain while exercising go see a kinesiologist
2386,fitness,I have been running for about twenty years and always found the logic behind barefoot running quite compelling If you want to read more about it after watching that video you can look at Harvard's Skeletal Biology Lab's Barefoot Running Website or just watch the compelling videos showing ground reaction forces for different types of foot strikes After becoming a father my running slipped to about four months of running a year leading to a big July 4th 10K in Atlanta GA (The Peachtree Road Race) followed by eight months off A few years ago I decided to give barefoot running a try during my normal off season I destroyed the soles of my feet a few times by running with bad form and trying to do too much too soon but they healed up surprisingly quickly -) ONE CANNOT PUT TOO MUCH EMPHASIS ON GOING SLOWLY WITH BAREFOOT RUNNING Eventually I bought a pair of Vibram Fivefinger KSOs and this made a huge difference I would start out running a short distance barefooted to help me with my form then put on the Vibrams and run a mile or so Running in Vibrams made my feet sore for the first few weeks This was muscular soreness most noticeable when I got out of bed each morning and the muscles in my feet were stiff The soreness would go away after about five or ten minutes Eventually I stopped having sore feet and gradually worked my way up to a mile barefooted followed by three more in my VFFs - all on concrete and asphalt I still run this way and really enjoy it Last year I ran the last three miles of the Peachtree Road Race barefooted and it was hilarious I got quite a few comments -) Now I consider myself to be a Natural Runner running as I would run barefooted but using minimalist footwear to protect the soles of my feet from the friction of concrete and asphalt After running in VFFs for 5 years I am sure that I will never go back to traditional running shoes though I also do not think barefooted running is practical if you are running on concrete and asphalt One can do it but it would take me more than a year of committed effort to develop the necessary toughness in the soles of my feet to put in 15 or 20 miles a week this way These surfaces are just soooo abrasive From my current perspective the notion that you would take a complex shock-absorbing structure like your foot and encase it in a shoe that filled-in the arch and presented a flat surface to the ground then add shock-absorbing materials to the shoe and expect that to be better for your feet seems somewhat comical Of course that's just my opinion I could be wrong -) One additional note if you are going to experiment with barefoot running read the advice found here on barefootrunning com It is the best advice I found online While it discusses the foot strike it does not put too much emphasis on it If you really try to land on your forefoot you will blister your foot Focus primarily on the other advice like landing with your feet under your hips and bending your knees more and lifting your whole foot rather than pushing off with your toes I find it helpful to think that I am placing my forefoot on the ground then shifting my weight to it Of course this happens very quickly and the effect feels more like landing on your whole foot but your forefoot contacts the ground first then your foot and ankle absorb much of the impact compared to a heel strike UPDATE 03/20/2012 I just found this video that gi
2306,fitness,Take a dumbell bar and tie one end of a length of rope to it Tie the other end to one of your weight disks Hold the dumbell bar out in front of you one end in each hand and rotate it so the rope wraps around the bar The weight should rise with the rope creating resistance Twist the bar one way until the weight touches it then reverse the direction all the way down and back up again Repeat until your forearms burn like fire
2301,fitness,If you are looking to build mass you should rest 45-60 seconds between sets of 8-12 repetitions for optimal gains This timing builds optimal muscle mass and hypertrophy If instead you are looking to improve your strength or endurance you should be looking at a 3-4 minute break between sets You'll want 4-6 repetitions with heavier resistance for strength or 16-24 repetitions with lower resistance for endurance The Art of Manliness published a great article with an extremely simple strength/endurance training routine See World Fitness Network
2317,fitness,The effectiveness of commercially available sports drinks This study from the University of Tasmania suggests so Our conclusions are 3-fold First because of variations in drink composition and research design much of the sports drinks research from the past cannot be applied directly to the effectiveness of currently available sports drinks Secondly in studies where a practical protocol has been used along with a currently available sports beverage there is evidence to suggest that consuming a sports drinks will improve performance compared with consuming a placebo beverage Finally there is little evidence that any one sports drink is superior to any of the other beverages on the market
2360,fitness,Theoretically you can loose weight with doing just one exercise However if you want to loose more weight you have to raise the number of calories you've burned You can do this by exercising under higher loads or working out longer But fitness machines often fail at mimicking the natural increase in loads on an elliptical trainer when you increase the loads going 'round' get's harder everywhere I've made a small model of the forces during an elliptical workout when you increase the load from the light to the dark blue arrow the forces get proportionally higher everywhere But the problem is when you're leg is stretched away from the center of your body those 'small' forces have a large moment arm (towards the center of your body) So while it's not an issue for the forces to increase under your body it because extra hard when they increase far away from your body This causes it to be pretty hard to go faster and faster on your home trainer even when your fitness increases So that option is basically out as there's almost no home trainer that doesn't make the same mistake Your other option is to workout longer which happens to be a very good choice when you want to burn fat Because burning fat happens mostly at lower intensities so actually when you start to work out harder your body shifts gear and moves away from fat to other 'faster' fuels Therefore it would be better to burn 500 kcal at 60% of your maximal heart rate than at 80% because at least you got rid of some fat There's another reason why you need to work out longer fat is a slow fuel and your body doesn't really start to burn fat until you're 30 minutes into a workout Luckily nobody said you had to workout hard to get to this point so I'd advise you to use a long relaxing 'warming up' just to get your metabolism going and then get going with the real deal So basically no you don't need to go out and buy anything else But if you like some variation I'd really recommend you to start running outdoors instead Running does become heavier 'naturally' when you increase your speed and it's generally more pleasant to workout outdoors as well
2316,fitness,In a groundbreaking 2003 experiment scientists at the Georgia Institute of Technology found that 50 minutes of hard running on a treadmill or riding a stationary bicycle significantly increased blood levels of endocannabinoid molecules in a group of college students The endocannabinoid system was first mapped some years before that when scientists set out to determine just how cannabis a k a marijuana acts upon the body They found that a widespread group of receptors clustered in the brain but also found elsewhere in the body allow the active ingredient in marijuana to bind to the nervous system and set off reactions that reduce pain and anxiety and produce a floaty free-form sense of well-being Even more intriguing the researchers found that with the right stimuli the body creates its own cannabinoids (the endocannabinoids) These cannabinoids are composed of molecules known as lipids which are small enough to cross the blood-brain barrier so cannabinoids found in the blood after exercise could be affecting the brain Phys Ed What Really Causes Runner’s High
2321,fitness,I suggest you read this article from the Australian Institute of Sports About halfway down the page it has a section titled Protein – are vegetarian diets adequate There is too much info to quote there so I'll put it in point form but I suggest you read the whole article Although most vegetarian athletes meet or exceed recommendations for total protein intake diets of vegetarians often provide less protein than those of non-vegetarians Vegetable or plant proteins may be limiting in one or more essential amino acids There is no requirement to include complementary proteins at each meal as long as a variety of protein sources are included As plant proteins are less well digested than animal proteins vegetarian athletes are advised to consume approximately 10% more protein than current athlete protein recommendations The AIS is the organisation that trains Australian olympians
2370,fitness,You should be taking your supplements daily to maintain your load Both of those supplements do good things not only for workouts but for your body in general including the brain I would suggest continuing to take them in the same manner that you take them on on days However most people I've come into contact with suggest taking creatine and L-glutamine twice a day once being before bed or mid evening and once either in the morning or prior to/following your workout When and how you take your supplements really depends on how your body reacts to them I'm with you on the sugar why they have to add so much sugar to our food these days I'll never know
2331,fitness,In my own experience I have regularly attended a gym with a friend when I was just out of high school He was a few steps ahead of me in terms of fitness and strength and he was quite committed This was really helpful as it meant I would try harder to reach my goals I have also joined gyms and made friends by attending regularly You tend to find a few of the same people showing up at the same time if you attend the same time regularly Meeting people this way is less 1 on 1 and means you can do your own thing if you want but also makes the overall experience more enjoyable and encouraging to keep returning
2338,fitness,Plyometric exercises are specialized high intensity training techniques used to develop athletic power (strength and speed) Plyometric training involves high-intensity explosive muscular contractions that invoke the stretch reflex (stretching the muscle before it contracts so that it contracts with greater force) The most common plyometric exercises include hops jumps and bounding movements One popular plyometric exercise is jumping off a box and rebounding off the floor and onto another higher box These exercises typically increase speed and strength and build power If you combine Plyometric sessions while maximizing the cardio side of it with minimal rest time you can achieve high lung capacity The small window of rest with these sessions will increase your heart rate and force your body to adjust to the right breathing pattern (of course done w/ moderation and safety in mind) Plyometric is considered a must in all athletic training Soccer players recovering from ACL surgery participate in Plyometric to get back into competition shape Plyometric will increase your performance in any sports including running if it is done right
2350,fitness,When I was in the Army we did wide-arm push-ups elevated push-ups diamond (close-hand) push-ups push-ups with resistance (someone putting pressure on your back or a sandbag on your back) and push-ups on our knees The variations in resistance targeting different muscle groups and working towards a burn-out all contributed to breaking the muscle down to the point where it would grow back stronger during the recovery period Lastly endurance is about numbers You have to do lots of sets and lots of reps with a rest period of at least 1 day in between For instance we did push-ups Monday Wednesday and Fridays
2357,fitness,Based on my own experience and what I've read Start with warm ups to losen all your muscles especially lower legs thighs etc (anything that will get a workout while you're running) Practice your running technique - pumping your arms and stretching your legs Develop a strategy for running the race; start strong keep a good pace through the middle push yourself to get a little faster and then try and stop thinking about the race so you can keep pushing your body without getting too tired I've found a couple of interesting posts that might help - this one on strategy for running the race and this one on how to run the race and improve your times Hope this helps and wish you all the best for your race
2355,fitness,You can certainly run when it's cold but there are some things you should do to make sure you're comfortable and safe This guide on Cold Weather Safety recommends that you dress in layers As you warm up which you will you can remove layers as needed If you feel cold you can add the layer back on Nylon or Goretex is recommended to reduce moisture and protect you from the wind and a knit cap can keep 40% of your body heat from escaping through your head Gloves and a ski mask are also options if it gets cold enough
2368,fitness,Almost everything you're eating looks like it's fairly high in carbohydrates and low in protein Try a protein shake or drink a few minutes before your workout and see if that helps I've found that drinking a Special K2O before a workout stems my hunger significantly It comes in several flavors and is high in protein and fiber (5g each) and low in carbohydrates (1g net) Protein mixes and things like that will typically be available in the pharmacy section of your local supermarket and the resident pharmacist will be able to assist you in making the right choice That's what they're trained to do
2385,fitness,In general the method I would use would be this Find a sports trainer or other resource for your specific sport When I say trainer I don't mean coach You want the guy that would prescribe an ice bath or massage vs the guy who doles out the workouts Through that resource determine what physical capabilities are needed for your sport Devise a way to test your capabilities to identify any areas of weakness you might have The test could emphasize different physical aspects like muscle strength flexibility endurance stamina range of motion hand-eye coordination etc It all depends on your sport Using the results of the test craft a training plan that will minimize or eliminate those defficencies Retest yourself to see how well you have improved after being consistent with your training plan after enough time has passed ( Enough time can vary depending on what you're doing but a good rule of thumb is six weeks )
2369,fitness,A proper exercise routine including strength training can be extremely beneficial and helpful to anyone including the elderly You should always consult your physician before beginning an exercise routine to see if you are healthy enough to perform it especially if you have heart lung or other ailments Geriatric Times published an interesting article on this in 2005
2367,fitness,It is quite well known that average adult human being needs about 8 hours of sleep a day In terms of feeling well rested It does not matter how long you sleep rather what quality is the sleep You are getting The same goes for muscle building Sleeping 7-8 hours every day would be the optimum More than that and you risk oversleeping which in my experience is much worse than sleeping too little There is a good e-book on this subject How To Sleep Less and Have More Energy Than You Ever Had As to the time question It is never a good idea to go to bed immediately after a workout You should plan the workout to end at least 2 hours before You go to sleep to have the best sleep and the best rest Also if Your goal is weight loss then the best time to workout is in the morning You have just woken up Your energy levels are quite low carbohydrates are not available so the body has to burn fat instead @Louis In answer to Your comment Right after the workout Your energy levels are at their highest It stands to reason that even if You were tired and sleepy before You will most definitely be not after a good workout Furthermore our biological clock is temperature oriented That means that when You go to sleep Your body temperature is lowered That is a prerequisite for a good nights sleep That is why we sleep best in a cool room rather than in a hot room Right after the workout Your body temperature is quite high so there will be no sleep for You This is from a biological standpoint In regards to the 2 hours that is not a specific time limit That is just something that was mentioned in the book and I usually follow it just as a guideline
2382,fitness,There's a nice article on developing mental toughness on Ralph Jean-Paul's blog The main key to developing mental toughness is the same as developing a muscle repetitive use and practice Interestingly the development of mental toughness is also a spiritual battle (Biblically) (see the last paragraph where Paul speaks of beating his body into subjection) and while normally I wouldn't throw a religious link into the mix here I think it's important to recognize on some level that in order to successfully develop a better stronger attitude the spiritual side is certainly an issue I would consider looking into most of what are known as the Spiritual Disciplines as a method for developing mental toughness These include fasting meditation prayer servitude simplicity etc All of them will have a positive effect both on you and on those around you and will do wonders at developing your character and inner strength Note I own the blog referencing Paul's spiritual battle However this same information can be found at many other sources through a quick search on Google Addressing comments about the spiritual aspects of mental toughness take a look at this quote from the Fort Hood Resiliency Campus of the US Army's web site Any human being functions in three modes i e Physical (Body) Mental (Mind) and Spiritual (Soul) These three aspects of our lives are not independent from each other but dependent and usually intertwined They are reflected in our behavior our relationship to others and also seen in the way we respond to challenges and crisis The Stoic philosophy is another spiritual discipline that leads to mental toughness and that is not a religion which you might want to look at One excellent source of information (links on-line books videos training courses etc) is the Stoic Foundation
2408,fitness,Too much protein is excreted so there are no health risks in that respect You will also avoid muscle wasting with a high protein diet however you're likely to have low energy levels from the lack of carbs so maintaining protein-only for more than one day isn't a good idea The tryptophan found in protein also needs carbohydrates to be transported which essentially equates to low serotonin levels for the duration of the diet
2397,fitness,If you're going to use those machines use them after you use weights or perform any sort of skilled exercise You do not want to be fatigued before you use weights I suggest a targeted warm up consisting of bodyweight exercises involving the muscles you will workout (ie bodyweight squats jumping jacks etc) before moving onto weights Get the exercises that required most movements done first e g do deadlifts before 'core' work such as planks stability ball work
2401,fitness,The odor is standard (although possibly more acute) bacterial foot odor Spraying them with Lysol after use will make them go longer without needing washed as will putting them in a (very) mild bleach/water mixture Basically anything to kill the odor-causing bacteria (laundry detergent is typically not anti-bacterial) washing them in the sink with an anti-bacterial soap by hand is more effective than the laundry You'll probably still need to wash your feet (or hit them with the Lysol/bleach as well) Other possible suggestions to kill the bacteria (and thus eliminate the funk) are vinegar (white) UV light air them in sunlight
2410,fitness,The number one thing you can do is train with a coach who knows about good running form Many cities have various track clubs that are friendly to people who are less than lightning fast However that costs money takes time and may not be ideal One activity that I used to learn a lot about my running style was setting up a video camera to record me running on a treadmill I set up the treadmill to have me run in a couple of different ways about the pace I use for my long slow runs and my racing pace both with and without shoes I then stepped through each of the videos frame by frame to get an idea for how my foot was hitting and rolling as I ran Unfortunately because the video was from the side it made it hard judge whether or not my feet were actually hitting straight on and how far left or right they were After watching each video in slow motion I stepped through the shoe and barefoot videos side by side to understand how my kick was working and more importantly what sort of pressure I was putting on my feet while landing It wasn't pretty and made it obvious why my knee hurt so much with shoes I was hitting on my heel with my leg fully extended There was nothing to absorb shock except my heel Using that information I've been paying extensive attention to my running form while on training runs -- regardless of whether or not I'm barefoot Mainly this consists of making sure that I land further up on the ball of my foot with a slight bend in my leg and that my heel hits the ground after the ball of my foot An easy way to tell if you've done this right is by listening to to the noise that your footfall makes Landing on your forefoot is usually much quieter This will however end up hurting your calves It took me about four weeks before I was comfortable running with a forefoot strike without focusing on my food landing My calves still haven't built up all the way but that's coming For what it's worth I got the idea of recording my running from a running analysis video by NJ Sports Medicine on YouTube
2438,fitness,I'd recommend going with a rapid fire style of workout using light dumbbells that is a hybrid of both cardio and strength training For instance see this video from Scott Abel The rationale for why you would want to do this workout is in the zentofitness com article too
2417,fitness,I'm not sure about the origin but there was an interesting article in the local newspaper about the All Blacks (the New Zealand rugby team/world number one team) in which it was stated even the lightest member of the team was overweight (based on BMI) and four of the players were obese As professional sportsman these players are all very well built and very muscular but hardly what you would think of as obese I think measuring your body fat might be more helpful as being X KGs/X cm tall with 5% body fat vs 25% body fat is a big difference You could probably also form your own judgements as to whether or not you are overweight but I'd say while BMI might be a useful guide it's hardly definitive as to what your ideal weight is Hope this helps Good luck
2419,fitness,I suggest you read the wiki article In large amounts and especially over extended periods of time caffeine can lead to a condition known as caffeinism Caffeinism usually combines caffeine dependency with a wide range of unpleasant physical and mental conditions including nervousness irritability anxiety tremulousness muscle twitching (hyperreflexia) insomnia headaches respiratory alkalosis and heart palpitations Furthermore because caffeine increases the production of stomach acid high usage over time can lead to peptic ulcers erosive esophagitis and gastroesophageal reflux disease Caffeine may also increase the toxicity of certain other drugs such as paracetamol There are four caffeine-induced psychiatric disorders recognized by the Diagnostic and Statistical Manual of Mental Disorders Fourth Edition caffeine intoxication caffeine-induced anxiety disorder caffeine-induced sleep disorder and caffeine-related disorder not otherwise specified (NOS) Refer to article for more info and references
2426,fitness,Supermans will work your lower back without the need for ill fitting machines ref site So does the plank
2427,fitness,You don't want to overdo electrolytes so if you're going to get them from fruits or vegetables don't add much of anything An avocado is a great example to get potassium Also bananas are great as well Presumably unprocessed banana chips (dehydrated banana) would be a good start Celery is also a good way to up your sodium levels All of your electrolytes can be gotten from purely natural sources and your body will absorb them slightly easier from these natural sources The basic thing to remember is what your electrolytes are sodium chloride potassium magnesium and calcium Potatoes avocados and bananas are good for potassium leafy green vegetables like lettuce and cabbage for magnesium cheese and yogurt for calcium and celery for sodium chloride Just plain table salt will also work for sodium chloride High fiber isn't a big concern Fiber is regulatory not diuretic As long as you're going normally to start with then having the extra fiber won't cause you to need to go in the middle The big thing is the amount you'll need to consume to balance your electrolytes may actually cause you to need to go so I would start switching over to the natural stuff slowly to see how you perform Example 1oz of cheese on a few leaves of lettuce 1/4 - 1/2 of an avocado and a celery stalk for a salad That will add a load of electrolytes but only be about 1 - 1 1/2 cups of food Start that during practice so that if you do have to stop to go you can get the timing down to where you can eat it long enough before you begin that you'll need to go before your run
2460,fitness,I stumbled onto a great resource of swimming information Swimsmooth com that happened to have a couple of great tips I'd like to share 1 Focus on exhaling rather than inhaling The reason you want to breathe is not because you have a lack of oxygen You only consume a couple percent of the 20% oxygen you breathe in no the reason you breathe is to get rid of the CO2 So focus on exhaling as fast or powerfully as possible With focus I mean practice it regularly while swimming more slowly and really try to get rid of all the breath in your lungs as fast as possible When you've exhaled you're able to inhale again so mastering exhaling gives you more flexibility in when you decide to inhale again (you never have to wait) 2 When you're not breathing keep your head still Your head is like the steering wheel of your entire body so keeping your face still looking down means your body will have a steady posture too If the swimming pool has lines on the bottom it greatly helps to swim straight above because it gives you a point of focus 3 Breathe in your armpit As Swim Smooth puts it When you move through water you create a 'bow wave' with your head and body just like a boat does The shape of the bow wave means the water level drops along the side of the swimmer's face This creates a trough either side of your head and body that is beneath the surface level of the pool - so there's air lower than you might expect there to be Try to limit unnecessary movement so simply rotate your head by moving your chin towards your armpit Normally the trough created by your head should be large enough to allow your mouth to be just above the water so you can breathe in 4 Don't lift your head If you listened to my previous tip you already knew you not supposed to lift your head but simply rotate it One important reason you don't want to lift your head is because it's very straineous on the back/neck muscles but more importantly it causes your legs to sink lower This slows you down and makes the swimming heavier thus increases your need for air 5 Don't over rotate your head A picture says more than a 1000 words so here's another great example from Swim Smooth If you rotate your head too far remember your entire body is rotating with This is bad for several reasons your leg might be kicking near the surface of the water rendering it pretty much useless; your arm dives too deeply making it heavier to lift out of the water again and your increasing your frontal surface within the water which is also very bad 6 A lack of body rotating hurts your breathing The first reason for this one is obvious if you rotate your body you don't have to rotate your neck as much to be able to breathe But there's more so much actually that Swim Smooth has a whole article about it that I highly recommend Other than because you need it for a good technique I think there's one important point Those muscles are much more effective if you rotate slightly because when lying face down it means more strength would have to come from your breast muscles instead of the very strong b
2453,fitness,There are four major strokes in swimming Freestyle Backstroke Breaststroke Butterfly stroke Of these freestyle is the fastest and most efficient swimming style In my own experience the butterfly stroke is by far the hardest to maintain for long distances How you fill in your workout depends on two factors how well can you swim and how hard do you want to be working out How well can you swim If you have a poor technique or a poor condition swimming will become quite heavy to sustain at a decent speed very quickly The poor technique causes you to swim inefficient because having a wrong posture creates a lot of unnecessary drag and inefficient breathing The poor condition means fatigue will have a negative influence on both your speed and your technique A combination of both will lead to a complete downward spiral Why should you care Well the point is you want to be swimming for a long stretch off time enough for some real cardio-exercise You don't want to be 'wasting' energy and end up completely wasted half way through You should only make it harder on yourself once yourself once you have a decent baseline condition Pick the strokes that allow you to swim for as long as possible How hard do you want to be working out Like running swimming is something you can make as hard as you want to If you swim faster it will cost you more energy You can also add tougher strokes (like butterfly stroke) or add resistance (wear a t-shirt or use paddles) to increase the resistance The other option is working out longer though unless your serious about swimming long distances I reckon this is the last option for everyone Why should you care This means that if you always swim for half an hour and you're swimming condition + technique start to improve you can either do more in those 30 minutes or add some minutes to make it harder So say your already capable of swimming half an hour non-stop what should you be doing As with every other workout you can either try to swim faster (more miles/hour) and just swim non-stop or use interval training to push yourself harder during short stretches of time combined with periods of relative rest For pushing yourself faster I'd recommend the latter Though you should always combine it with 'rest' days where you simply swim non-stop and perhaps focus on improving your technique rather than pushing for speed A 'typical' swimming workout with intervals could consist out of a 400m warming up it doesn't really matter what stroke you swim just that you get your heart rate up to a nice and steady level Then you start swimming 100/200m intervals you have two options with how to approach these swim freestyle as fast as possible without going over your lactate treshold and then rest Depending on your condition you could take off every 1 45 or 2 min this means the faster your swim the longer your allowed to rest But don't over do yourself you're not trying to break World Records here swim freestyle with a certain time goal in your mind (not your fastest) then after the 100m swim backstroke or breaststroke for 50m I prefer backstroke because you train your back muscles which helps with some variation and more importantly you can get to breath non-stop which is often the most important thing during your 'rest' You could also try to focus on swimming faster for longer stretches of time An often used method for this is using a 'pyramid' built up It basically goes like 100m --> 200m --> 300m -->
2443,fitness,These things take time don't worry about it If you are consistent you will see results but plan to evaluate at least every few months not weeks If you have difficulty maintaining your motivation join a class that really helps a lot You don't want to give up on holding that position when the person next to you is still doing it (even though they are probably thinking the same about you) Also even if you fail to hold it for the given time don't just give up Let's say you have to do 30 seconds and collapse after 10 No problem relax for a few seconds and then go at it again You will fail in five Relax try again Keep pushing yourself until the proper time expires Of course this goes for resistance exercises Don't try to push yourself on stretches too much that's a guaranteed way to injure yourself You should feel tolerable discomfort not agonizing pain But really the class will help Also some exercises seem simple but there's a subtle catch to them where the instructor can help you a lot
2434,fitness,No you should not exercise with with temporary illness such as a chest cold flu or fever A runny nose or sore throat shouldn't prevent your exercise routine though Once you have an infection or illness that effects your cardiovascular or digestive system you should sit it out and let your body have the time needed to heal itself People with chronic ailments such as asthma heart disease and anything more serious needs to talk to their doctor before even thinking the word exercise Some people can some people can't even with the same symptoms Your doctor will know best
2437,fitness,If you do them on the same day your body has at least one full day of recovery between workouts Running is largely a cardiovascular exercise once you're in good enough shape to do it effectively (which at 5K I would consider you to be) Effectively it will get everything loosened up warmed up and slightly tired for you to have an extremely effective workout So you'll build more strength and tone (or bulk if you work it that way) by doing your other lifting and exercising immediately following your run Having a complete day of rest (or 2) in between workouts enables the body to more effectively and completely repair itself meaning you'll be working everything again from it's peak and not keeping your body and muscles stressed all the time Currently your routine works almost your entire body every day and that's literally just too much; your body never gets a rest
2452,fitness,This is a question only you can answer for yourself Actually all three of your scenarios are correct If you train too much you will stop gaining and it will take longer to heal If you do too much in one session you have a higher risk of injury and you will probably get burnt out Personally I do martial arts on Tuesday Thursday and Friday and weight lift on Monday Wednesday and one day on the weekend So far I haven't injured myself or gotten burnt out but I do take regular breaks from one or the other for a week or more If you're working out this much and especially if you're doing heavy weight lifting you need to take a break This is called de-loading and you'll notice that you perform better when you return from a break Listen to your body If you hurt stop If you find yourself getting sore without recovery take a break If you aren't looking forward to your workouts take a break
2470,fitness,Stretching is clearly a very controversial subject Instead use of stretching as a prevention tool against sports injury has been based on intuition and unsystematic observation rather than scientific evidence ( Source ) A second major reason that many coaches and athletes still view static stretching as an important preactivity ritual is the belief that it reduces the likelihood of subsequent injury This belief is based on the idea that a tight muscle-tendon unit is less extensible without stretching which means that its tolerance for elongation is lower This intuitive concept has resulted in a widespread belief that stretching will prevent muscle and tendon strain ( Source ) Like many sports physicians Dr Bartoli tells her patients that rather than stretching before physical activity they should do the sporting activity at 50 percent of the target intensity ( Source ) Before I continue I should note that I have found no study that focused on stretching after working out But based on the results from other literature reviews I don't think the effect after a workout is much different Also the lack of scientific interest in the topic should make one highly skeptical as well Shrier points out several important points to consider Both the muscle-tendon unit and the joint capsule may limit ROM [range of motion] Flexibility is usually considered the ROM limited by muscle-tendon and mobility is usually considered the ROM limited by capsule/ligament Stretching must be differentiated from ROM There are many individuals who have excellent ROM but never stretch and many individuals who stretch but continue to have limited ROM Therefore different injury rates in people with different ROMs may not be related to the effect of stretching but rather to the underlying interindividual variation in tissue properties anatomy etc Stretching immediately before exercise may have different effects than stretching at other times and should be considered as a separate intervention Whereas there is considerable amount of clinical data on stretching immediately before exercise there is much less data on stretching at other times Some people claim that negative results in some studies are due to improper stretching technique Because the effect of stretching are believed to occur through changes in stiffness and ROM an improper technique implies that the ROM is not increased If ROM is increased without causing an immediate injury then by definition the stretches were done properly Warm-up is not synonymous with stretching In the colloquial sense warm-up means any activity performed before participating in sport Used in this sense stretching is only one component of warm-up and if stretching is included in the pre-exercise activity I explicitily state that stretching was used The other component of warm-up is participating in an activity that requires active muscle contractions This type of warm-up can be divided into general or sport-specific warm-up In a general warm-up the objective is to increase body temperature In sport-specific warmp-up the acitvity is the same but performed at a lower intensity Be aware that the mechanism of action will dictacte whether one type of warm-up is superior to another The term dynamic stretching is currently used differently by different people but in es
