Id,Body,oblast,odgovor
241,If the goal is to transmit power over a large distance I can see the advantage of an alternator over a generator more power less loss If the target DC load is small and very close by would an alternator still be more advantageous in terms of power production Is there any case where DC power generation is more advantageous to AC power generation,inzinjerstvo,242
245,I have a beam subject to twisting and/or bending forces as well as linear compression force along its main axis It is modelled as an isotropic beam but if anisotropic is not too far off then that's okay too The beam is capable of large deformations such that its maximum deformations are 140 degrees in pure bending 140 degrees in pure twisting 70 degrees bending + 70 degrees twisting What is an applicable nonlinear beam theory I can apply to this problem using equations rather than any software-based solutions I like using the basic undergrad Euler-Bernoulli beam theory but the assumptions make it invalid in this case and I'm looking for something that is in the same vein as far as calculations goes and does not require significantly more advanced mathematics Ideally a theory that reduces the problem to a set of equations that can be solved without requiring multiple pages of tensor calculations that are hard to follow,inzinjerstvo,333
251,When designing reinforced concrete slabs it is common to divide the slab into 'design strips' which are then used to rationalise the reinforcement design along (typically orthogonal) lengths of the slab (also known as the Hilleborg Strip Method) I have mostly seen this approach used in design software (for example SAFE) however they offer little to no advice as to how and where these design strips should be located/sized What rules and considerations do engineers apply when locating/sizing design strips,inzinjerstvo,1831
253,As an example consider a P-T1-system with a PID-controller First look only at the P-T1 system set a $y_r$ and wait a long time - then we take a look on its output $x$ and see that it has still a disturbance $d$ which variates with time (see the plot system output $= x$) In this model the system output is after you wait a long time a constant plus $d(t)$ The next step is to introduce a PID-controller For this loop alone we could just use some experience-based technique like the Ziegler and Nichols procedure to adjust its parameters $K_p$ $K_i$ and $K_d$ optimally If we switch to discrete control loop because the controller is digital we will have one additional parameter The $\Delta t$ at which the controller operates What $\Delta t$ is required for the control loop to diminish the effects of $d$ on the system output The trend will of course be the smaller $\Delta t$ the better but is there a general rule for the maximum $\Delta t$,inzinjerstvo,512
270,As a hydraulics layman thinking about hydraulic systems it seems that the important factor is to have a liquid that doesn't compress much or at all Doesn't water meet this requirement and what other properties should the liquid have (if any) that water doesn't,inzinjerstvo,276
271,As this will depend on Pressure drop $\Delta p$ assume that it does not leave the range from 0 to 100 bar The Hagen-Poiseuille equation for an incompressible fluid is defined as $$ \dot{V} = \frac{\pi R^4 \Delta p}{8\eta L}$$ I realize that it wont be applicable for very small (nm) diameters so this question is in the context of microfluidics Fluids of interest in this case have a kinematic viscosity of 1 cSt to 10000 cSt,inzinjerstvo,282
277,I have a $200\text{ litre}$ water butt and plenty of $22\text{ mm}$ plumbing pipe and fittings and I want to build an irrigation system for my vegetable patch so that I can open the tap after a few dry days and ensure all my plants get equal amounts of water from the butt The end of the patch is about $5\text{ m}$ from the water butt and at the same level so the head is only the depth of the water-butt ($1\text{ m}$) plus about $10\text{ cm}$ as it sits on a small platform I built I will bury a hose $20-30\text{ cm}$ under the ground to the end of the vegetable patch where it will come back up to the surface and split into 4 rows of pipe about $15\text{ m}$ long each with holes drilled to release the water I think I should taper the holes so that the ones at the start will be smaller and the ones at the far end will be bigger but given the low pressure I don't know how small these should be or what the size-difference in holes I should use from one end to the other to ensure that water gets all the way along and is evenly distributed,inzinjerstvo,278
279,What are the benefits of a diaphragm pump over a simplex pump Is there any specific design criteria that should be used/stated in an engineering specification for a diaphragm pump,inzinjerstvo,292
280,For a project I had built a convergent divergent nozzle designed for Mach number = 3 In that project I could know the flow has gone supersonic by seeing the manometer fixed between the throat and the divergent section (drop in pressure as the divergent section acts like a nozzle for the supersonic flow) However this got me thinking If I am to build a nozzle for the propulsion purpose (or any practical purpose) it is not desirable to have holes in it for the manometer in order to maintain the uniform strength My theoretical calculations tell me that the flow should go supersonic and no shock in the nozzle but while building the surface finish geometric tolerances and supply pressure might not be what I expect In that case how do I know if the flow has gone supersonic I thought about following ways So far I haven't tried any of them Using a Pitot tube might not be useful since there will be a bow shock in front of the tube if in case the flow is indeed supersonic (as shown in the figure) which will increase the total pressure We can use Reyleigh pitot tube formula but how to compute static free stream pressure without affecting the flow / nozzle Schlieren Photography If we see oblique shocks / shock diamonds then the inference will be 'flow is supersonic' This will work only when the shock features are super clear,inzinjerstvo,294
283,A friend and I wrote a paper for a fluids class discussing the details (as they relate to fluid dynamics) of constructing a cannon that could shoot a steak fast enough to cook it We quickly discovered (but not quickly enough to change our topic) that our paper was a bit too ambitious for two twenty year old undergrads taking an introductory course in fluid mechanics Nonetheless we still busted out a ballistics simulator a cookbook and a compressive heating calculator and did our best One of the issues that stumped us was compressing the gas we used to launch the steak We chose Helium because it was the least dense gas that probably won't burst into flames (like Hydrogen) Using a compressive heating calculator we found the velocity we needed to shoot the steak and were using Bernoulli's equation to find the pressure we needed to launch at our chosen velocity The issue we ran into was density is dependent on pressure but we needed the density to calculate the pressure needed How does one determine the pressure given the issue above Is it simply several rounds of iteration until an acceptable answer is found,inzinjerstvo,286
289,The modern LED bulbs you can get must convert the standard household supply (for example $240\text{v AC}$ in the UK) into a DC supply at a lower voltage (usually $12\text{v DC}$ I think) for the LED array This is done on a per-bulb basis Does this waste much power in the conversion If all of your bulbs are LED bulbs would it make sense instead to have a $12\text{v DC}$ circuit for lighting around the whole house and LED bulbs without the per-bulb conversion,inzinjerstvo,291
298,This is inspired by a project I undertook for my Physics class last year; I'd like to apply it in the future Background For the project I and a few classmates were required to build a small car powered by any of a number of sources; we opted for a mousetrap that turned two rear wheels on a four-wheel car as it was released Our group's goal was to make the car go as far as possible One problem was that the power source was not constant The lever arm of the trap lifted in an arc for about five seconds then returned to its resting position During this time it propelled the car The car then coasted for the rest of the way In the powered stage we wanted to increase traction The wheels were CDs (because we had a $5 00 budget) which have a tendency to spin out So we attached pieces of cloth to them to get better traction On the second stage however we found that this cloth slowed down the car quite a bit because it dramatically increased friction (as we found out after several hours of testing different combinations) Other groups used duct tape to cover the wheels and some used records which seemed to do slightly better than CDs (though that violated the size restrictions) Cloth seemed to have the best traction though - we didn't have many spinouts The tests were done on a typical classroom floor (I'm not sure what it's made of - linoleum - but it's the same as in almost every school at least in America) In a wheeled vehicle in general - obviously not just a small car powered by a mousetrap - how can I substantially improve traction on the wheels while the power source is on yet reduce friction while it coasts Is it as simple as choosing certain tires or is there a bigger and better engineering solution As a final wrap-up My thought would be to have a shifting center of mass for the vehicle where the powered wheels have a lesser tendency to slip and the front wheels are nearly frictionless During the powered stage the center of mass would be near the back while in the coasting stage it would be near the front This could help reduce the normal force on certain wheels and thereby produce or avoid extra friction,inzinjerstvo,301
302,It's been a long time since I went over heat exchangers and even then it was all theoretical I'm looking for anyone with real world experience with different types of heat exchangers I'm looking at building a external wood burning stove Most of the designs are pretty much just a firebox surrounded by water which is a step up from just putting a pot of water over a stove They a bit overpriced/simple for what they are and most are 'dumb' devices Temp too cold turn on fan temp too hot turn off fan Most of my combustion experience is with events that occur multiple times/second rather than in hours I think there is a lot of room for improvement starting with a proper heat exchanger Rough initial estimates Air Temp ~1500F | ~800C Water Temp &lt;212F | &lt;100C (Not making a boiler due to safety),inzinjerstvo,321
303,(This is closely linked with measuring the Mach number inside a nozzle but it is not regarding the supersonic flow) Friction and heat transfer have effects on the Mach number of the compressible flow ( Fanno and Rayleigh flow ) As it is extremely important to have tight control over the flow properties here are my questions - how does one know the Mach number of the flow inside long pipelines carrying some sort of gas (e g WEPP ) What Mach number is maintained through these pipelines Considering the cyclic temperature changes and friction inside the pipes how is the Mach number maintained constant / within a range,inzinjerstvo,334
305,I'm not sure quite how many people are familiar with the Stratolaunch project so I'll give a quick summary Paul Allen and Burt Rutan (of Scale Composites) teamed up a few years ago to create a rocket that would be air-launched from an airplane - in fact the aircraft with the largest wingspan ever This airplane affectionately dubbed the Roc will if things go well have two fuselages six jet engines and a 385-foot wingspan The airplane took several parts from two 747-400s including its engines Wikipedia states The aircraft will be powered by six 205–296 kN (46 000–66 500 lbf) thrust-range jet engines that are planned to be sourced from two used 747-400s that will be cannibalized for engines avionics flight deck landing gear and other proven systems that can be recycled to cut development costs The two aircraft have been purchased and have arrived on site as of March 2012 Stratolaunch has two pages on the purchases but I can only find a small bit of relevant information Are there any specific plans for the unused parts of the 747s By the way I believe this is our first aerospace question (and our 100th question ),inzinjerstvo,340
306,Adaptive suspensions with adjustment rates on the order of milliseconds are going mainstream in consumer vehicles Air suspensions have been common on commercial trucks and some SUVs for some time Why are pneumatic tires necessary or helpful on vehicles equipped with such suspensions I understand why a wearable tire is necessary the friction coating on the wheels does need to be replaced Recent years have seen a proliferation of very low-profile tires for road vehicles but to my knowledge they are still always pneumatic Why The downsides to inflatable tires are that they perform poorly when improperly inflated and are subject to failure including catastrophic decompression What are their upsides For example do they provide damping responses that can't be replicated with an air or adaptive suspension,inzinjerstvo,311
309,With the huge metal shredders that can shred an entire car or a bus they can shred parts like the axle and engine which are large solid chunks of metal just like the massive spinning shredder blades So why does the car get shredded and not the shredder Are the blades made from harder/stronger metal or is there something about their shape that makes them stronger (they just look like large plates with notches on),inzinjerstvo,315
312,Attach is a Pareto Diagram with Number of Defects in Y-axis vs Causes in X-axis for an engine overheating problem How can this Pareto diagram help an engineer solve the engine overheating problem Reference Pareto analysis,inzinjerstvo,320
313,I live in Louisiana these days in an area that is known for its numerous antebellum plantation homes (circa early 1800s) While touring one of these homes it was clear that almost everything about the house was designed around keeping cool in the summer Some examples 4-meter-high ceilings to allow hot air to rise to the ceiling Floor-to-ceiling windows to allow hot air at the top to escape and cool air to be drawn in at the bottom Porches on the sunny sides of the house to prevent sunlight from entering the windows Large central staircases to allow hot air to rise to the second floor drawing cool air in on the bottom floor Some have a cupola a central observation room at the top of the house again to allow hot air to escape at the top of the house and draw air in from the bottom My question is Given our modern understanding of thermodynamics how could one design a home today to be cooled passively Could we do any better than the plantation owners of the 1800s Let's define cooling as making the house more comfortable for humans This means that it is not only important to reduce the temperature but also to block sunlight and maintain airflow Also if possible it would be very beneficial to extract moisture from the air,inzinjerstvo,319
325,LED brightness can be controlled using digitally controlled potentiometer such as a Microchip MCP413X or a PWM signal In both cases the signal will be controlled/ generated from a micro-controller Which method is better using a digitally controlled potentiometer or PWM signal Why,inzinjerstvo,330
326,Wind In Ground (WIG) is an old concept In short Wing-tip vortices create an additional drag on the aircraft known as the induced drag However when the flying craft (or bird ) flies close to the ground or water these vortices don't get enough space to develop which results in additional lift and reduced drag This phenomenon has been effectively used in transportation vehicles to create ground effect or WIG crafts Although a paper titled ' Wing-in-ground effect vehicles ' declares that many technical difficulties have either been solved or can be solved according to this wiki article there are some practical issues in using these crafts for regular passenger traffic Since hovercrafts also glide on air cushion and yet they are not that rare what makes WIG so uncommon (Analogy wise hovercraft is like helicopter while WIGcraft is like airplane) Is it the engineering aspects that makes them uncommon If yes which aspects,inzinjerstvo,399
332,A helicopter flybar is a kind of gyroscopic stabilizer which acts in feedback to the pitch of the blades The effect in words is that as the helicopter starts to pitch or roll in a particular direction more lift is applied on that side keeping the helicopter level These devices are commonly found on the inexpensive RC helicopters which are on sale at all major department stores An example of the flybar from one of these RC helicopters is shown below Although it isn't obvious from the picture there is an angle between the flybar and the rotors On my RC helicpoter at home the angle is roughly $35^\circ$ I believe that this angle has the effect of introducing extra phase in the feedback loop My questions are What is the effect of changing the angle between the flybar and the rotor How can I mathematically describe the effect of this angle What would happen if the angle was changed to $90^\circ$ What about $0^\circ$,inzinjerstvo,335
336,Many commercial and open-source CFD codes implement several closure methods for the non-linear convective acceleration term of the Reynolds-averaged Navier-Stokes (RANS) equations Common methods (also known as turbulence models ) include Spalart–Allmaras (S–A) k–? (k–epsilon) k–? (k–omega) SST (Menter’s Shear Stress Transport) Reynolds stress equation model Which of these are suitable for CFD simulation of a streamlined vehicle body The purpose of the simulations is to guide the refinement of the body shape to minimize aerodynamic drag forces An exemplary answer would briefly outline the advantages and disadvantages of each method for this simulation application Potentially useful details The vehicle is a small one-person vehicle with approximate dimensions L = 2 5 m W = 0 7 m and H = 0 5 m It will be travelling at speeds ranging from 0 m/s to approximately 12 m/s All three wheels are enclosed by the body envelope and the vehicle has an approximate ground clearance of 15 cm except near the wheels where the body shell extends down to within 1 cm of the road surface Normally aerodynamic forces at these speeds are very nearly negligible but assume that this vehicle is being designed to compete in a Super Mileage competition on a smooth track is very light-weight and uses low friction drivetrain components throughout so the aerodynamic forces have a significant effect on the achievable fuel consumption,inzinjerstvo,344
337,The specific example I have in mind is a car tire with a small leak in it As the pressure increases does the outflow of air increase linearly i e $v\propto P$ or does it have some more interesting behavior,inzinjerstvo,341
338,In reading about Faraday cages I have found that most real world designs incorporate multiple layers of mesh For example this article from the National High Magnetic Field Lab discusses several different shielded rooms built of varying layers In the MagLab's High B/T Facility at the University of Florida's Microkelvin Laboratory in Gainesville for example all electromagnetic waves must be excluded The magnet there is in a tempest quality shielded room featuring walls made of layers of copper and welded steel that absorb the entire spectrum of EM radiation My presumption is that each layer is tuned to or built for a particular range of frequencies It's not clear to me if the tuning is due to thickness requirements for the layer and therefore a cost factor or if there are other factors driving the design of each layer My question then is can (or should) a Faraday cage be treated as a notch filter as opposed to a high-pass filter If so how do you determine the lower end of the notch,inzinjerstvo,347
346,Suppose I have a concrete tank round vertical diameter in the range 16m-24m One half the floor is filled with gravel or concrete to a height of maybe 2 meters When the tank is empty that will mean I have about 5 tons per m² more weight on this half when the tank is full (with water or a slurry that's mostly water) it's still 3 tons (assuming 2 5 t/m³ density which is exact enough for my ballpark) Most of the times (>90%) it will be full The tank will be above ground 8-10 m high I want to know if the tank will tilt during its lifetime say 20 years I'm not a civil engineer and I have no feeling for the numbers involved My gut feeling is that my tank will tilt visibly in a matter of a few years and that my idea is not feasible as is Can someone weigh in and comment on Will I have tilt/uneven settling problems At what magnitude over the tanks lifetime What's the easiest (=cheapest) remedy leaving the tank interior alone Clarifying points The tank is not yet built or even planned It's just an idea I'm thinking about that calls for half filling the tank to create a sort of funnel I wonder if this idea is worth pursuing and uneven loading/settling is one issue want to consider I'm not in the call a structural engineer and let him calculate the static phase I'm in the tossing around harebrained ideas in my skull phase I'm sure such a tank can be built to last for 20 or 200 years but at what price,inzinjerstvo,349
352,I've seen light fixtures with varying wattage rating From 30W to 100W even though the actual socket is the same What is the limiting factor why can't I put say a 75W bulb in a fixture rated at 50W,inzinjerstvo,355
356,This is related to the question Will dark gutters stay ice free better than light colored gutters The current consensus seems to be that the mass of the gutters and limited light may make simply painting them black insufficient In my particular application the two major gutter runs are facing East and West so get decent amount of sun light Physical location is Pittsburgh PA From an engineering perspective these are some of the questions that would need to be addressed How much would I need to raise the temperature of the gutters to prevent ice build-up How can I calculate the energy required to raise the temperature of the gutters How much energy can I theoretically obtain from sunlight throughout the day for a given area during the winter at my latitude How would the analysis change if I also wanted to melt ice that had built up during the night What other factors should one consider when designing such a system,inzinjerstvo,426
357,There are many Lithium Ion and Lithium Polymer rechargeable battery related accidents Are some of these accidents are battery design related Are some of them misuse of rechargeable batteries What is the chemical composition of Lithium Ion and Lithium Polymer battery Why do rechargeable Lithium Ion &amp; Lithium Polymer batteries explode or catch fire Why cannot the rechargeable battery explosions and catching fire be prevented References What causes laptop batteries to overheat Complete Guide to Lithium Polymer Batteries and LiPo Failure Reports Why lithium batteries keep catching fire Why lithium-ion smartphone batteries keep exploding,inzinjerstvo,358
367,I want to design an experiment to show (in an educational context) how we can measure the radius of the Earth without using modern technology in order to demonstrate the engineering achievements of those who did it so long ago and to show some practical uses for the maths involved The methods I know how to do this are Place a stick vertically in the ground and another one many kilometers North of it and measure the shadow of both at exactly noon Know the height of a mountain by a large lake or the sea and measure the distance you have to go until it disappears Watch the sunset lying down and then stand up and watch it again measuring the time difference between them and know your height The first two are impractical to do with the kids but the third one shows potential However is there a way to do this during the day using shadows cast by buildings or must the shadow come from the horizon How could I design some simple equipment to allow me to do this experiment and calculate the radius of the Earth during the day Note I am happy to use a digital stopwatch as the kids can easily see how people in the past might have used a mechanical clock to do the same thing (including measuring the length of a full day),inzinjerstvo,368
370,I have a design for a desk and I'd like to not just guess at how strong it'll be but I can't find an explanation on how to figure out all the forces involved that doesn't assume I already know a lot about engineering already So if I were to apply 300lbf (1334 newtons) straight down on the front corner of the desk how could I calculate the stress from the desktop to the upright beams to the diagonal braces to the ground Assume A500 steel 1x2x16ga Diagrams Overview Legs Desktop,inzinjerstvo,387
371,I recall learning about the bronze age in school Why was bronze so important to the technological development of humans Why not some other metal,inzinjerstvo,374
372,During CES2015 a well know Graphic Processor Unit (GPU) manufacturer introduced a new GPU These GPUs need complex thermal management to keep the processor cool Most GPU accelerator card manufacturers develop new graphics accelerator cards that use primitive thermal management technology compared to today's advanced technologies Most of us know this technology as fans that manage this unwanted thermal energy as seen in this image of a graphics accelerator card What barriers do engineers need to overcome to convert this wasteful thermal energy to useful electrical energy Below is a temperature profile of a GPU card References A Thermoelectric Generator That Runs on Exhaust Fumes Small Thermoelectric Generators Thermoelectric Technology Overview Extend Your Video Card's Life With Custom Auto Fan Speed Settings,inzinjerstvo,379
380,Otto Lilienthal sometimes hailed as the first aviator became famous for his many gliders which pioneered new experiments in aeronautics However powered aircraft didn't take off - pun intended - until the Wright brothers successfully flew their powered airplane Did Lilienthal ever experiment with non-human-powered flight Wikipedia says he built a small engine but doesn't say whether or not it was ever used in an aircraft,inzinjerstvo,381
382,The cabin noise of vehicles is a large concern in the luxury market Why haven't any automakers used the same techniques as are employed in active noise cancelling headphones In these devices a microphone is used as an in-loop sensor to suppress low frequency ($f\lt500\ \text{Hz}$) pressure fluctuations in the enclosed space near the ear Why isn't similar technology used in vehicles What technical improvements are required over the standard vehicle sound system to implement it Given the increased volume of the system what differences can be expected between vehicles and headphones,inzinjerstvo,385
389,Background In an automobile only 1 / 3 of the potential energy in the fuel is converted into mechanical energy and significant portion of the energy is lost as heat There have been previous attempts to recuperate this lost energy In the early 1990's Porsche developed automotive thermoelectric generators (ATEG) which didn't go past prototyping stage Currently Porsche Motorsports is testing a thermal energy harvesting system in their LeMans series Race car In addition to Porsche's research GM is in collaboration with Future Tech LLC to explore the idea of using themoelectric technology to harvest energy from internal combustion engines Other automotive manufactures such as BMW are also exploring this technology Currently the power usage in a Small car is approximately 150 W Full size truck is approximately 500 W If this technology can successfully be implemented then components such as the radiator water pump and alternator could effectively have reduced workload or removed from the system thus reducing the load to the internal combustion engine Question With the growing interest in green technology are there technology barriers beside efficiency that are preventing the implementation of energy harvesting from internal combustion engines using thermoelectric technology References - Benefits of Thermoelectric Technology for the Automobile - The Promise and Problems of Thermoelectric Generators - Modeling of an Automotive ThermoElectricGenerator (ATEG) - Thermoelectrics to replace car alternators and improve MPG - Thermo-Electric Generator in Turbocharged Diesel Engine - Kettering University researchers are working with General Dynamics to convert the unused heat energy of their propulsion systems to useful and clean energy - Porsche 919 Hybrid LeMans Racer Goes After The Two Thirds of Gasoline’s Energy That’s Wasted As Heat - Germans trying to replace Alternator with Thermoelectric Generators or TEGs - Porsche 919 Hybrid LMP1 Le Mans prototype Footnote The suggested duplicate is related but still distinctly different The order of magnitude of energy available to recover from an internal combustion engine is significantly greater than within the GPU of a video card As such the economies of scale are different and different solutions are therefore possible,inzinjerstvo,1738
390,The power requirement for a sub system is 5V +/- 10% @ 1A of current A RFQ was issued and a prospect vendor was selected A first article of inspection (FAIR) has been submitted which includes 15 power supply samples The samples have been tested with and without a 5 ohm resistor load using two separate calibrated DMM’s Without the resistor the output voltage is 5V with little variation Under a 5 ohm load the numbers are not too great Below are the measurements (V) 4 56 4 71 4 95 5 12 4 61 4 83 4 65 4 69 4 79 4 81 4 67 4 74 4 63 4 74 4 81 Should the vendor be approved as a supplier,inzinjerstvo,391
392,Some traffic lights don't operate periodically but instead detect when a car is close by and then turns green I have heard that they use a magnetic sensor embedded in the road to sense cars as they come near Is this correct Do they use other means as well,inzinjerstvo,396
397,Various materials are implanted within the human body as a result of of medical need Dental implants stabilizing plates arterial stents and orthopedic replacements are all common examples where a material is implanted within the body The typical response of the immune system to any foreign body is to attack the implant If the immune system cannot eradicate the foreign body then it attempts to encapsulate it instead This self-preserving attack from the immune system can lead to implant failure and the likelihood of failure is in part dependent upon the bio-reactivity of the material For example stainless steel has been evaluated to be less reactive than more base steel alloys and titanium has been found to be less reactive than stainless steel How is bio-reactivity characterized and how is it measured over the conditions of a long term implantation,inzinjerstvo,398
400,Biogas slurry often contains sand and grit and organic matter that eventually sediments Clearing thetank from sedimentation is expensive (plant downtime additional equipment) and dangerous So it would be interesting to know how much sediment there is Typical tank heights are around 8m so I think opening a hatch in the roof and poking with a long stick is not an option What are other ways to do this Liquid level gauging is done with a pressure sensor mounted in the lower part of the wall or a radar sensor on the roof,inzinjerstvo,415
405,What difference in education occurs between two graduates one with an Engineering Technology degree (be it Civil Mechanical Electrical ) and the other with the equivalent Engineering degree proper Assuming both degrees are 4 year degrees and both are able to become PEs how do potential employers feel about the different degrees Is there a difference in pay What options does the graduate with an ET degree have to advance his/her education Can one earn a masters with an ET degree EDIT I'm looking for advantages/disadvantages of either degree in terms of employability and career progress I understand the strong tie to Academia SE but I was hoping to get answers from the point of view from an engineer who has hired people with these backgrounds,inzinjerstvo,407
406,It's not exactly my area of expertize and I've spent a couple hours ears deep in norms and I'm not really sure if what I found is correct (the figure I found was to the order of 1$\mu$m) When using standard (off-the-shelf not specialized) threaded pin / bolt and a matching nut for a lead-screw actuator what degree of imprecision (free lengthwise movement of the actuator without the shaft turning) can I expect coming from the allowed technical tolerances of the thread In other words what amount of play can I expect between a threaded bolt and nut To be more specific I realize there will be movement from lateral and longitudinal flexibility of the shaft; from its mounting bearings; from its axial twist against the drive; and probably quite a few other sources but I'd like to know this specific factor - how much of a give or play can there be in a thread allowing movement of the nut along the bolt without either of them turning I suspect that this changes with the shaft diameter so a table or a method to calculate the amount of play for most common metric threads would be preferred for an answer If that's too difficult or doesn't exist I'm most interested in the value for M10 thread,inzinjerstvo,418
414,Electro-mechanical systems typically used in robots have very low delays and are quite simple to build servo controllers for Hydraulic systems are much less common in robotics and have delay due to the length of the hydraulic lines This delay may vary considerably depending on the system conditions What methods exist for dealing with this variable delay when designing a position or velocity servo controllers for hydraulic cylinders,inzinjerstvo,432
416,On espresso machines there is some kind of pipe joint which allows the steam wand to move while maintaining its seal What is this component called,inzinjerstvo,419
417,I am making a small (desktop) wind tunnel for educational purposes I want to have 10 fairly thick smoke-streams about 3cm apart I have experimented with incense but the stream is not thick enough and barely visible I was thinking of using a pipe with holes drilled in it to get the 10 smoke-streams the low pressure of the airflow drawing the smoke out through the pipe from a container with the burning substance What can I burn that will produce a nice thick white smoke and is non-toxic Is there a different/better way to get non-toxic 'smoke' without burning anything Is the pipe a good way to distribute the smoke or are there any other/better techniques to getting the multiple streams,inzinjerstvo,422
420,I'd like to build an exploratory robot that can fit within confined spaces 1 What traction mechanisms should I consider to propel a robot along the inside of a 4 pipe The pipe to be traversed will likely have fluid (assume water) within it to varying degrees from partially full to completely full I'm initially planning on tethering the robot with coaxial cable So far I have considered a 3 and 4 point wheeled approach such as with a Y or X configuration of wheels And I have considered treads instead of wheels The robot will need to be able to navigate 90 o turns on the way in but can be hauled out via the coaxial cable if need be Preferably it will be able to back its way out for the majority of the distance it can cover The robot would not need to climb unassisted The initial use will be in a pipe that drops several feet from the access point and then slopes down approximately 5 feet over a 60 foot run Retrieving the robot will be assisted by the coaxial cable or a tether line 1 It's a rather boring application actually I want to see how badly the roots are creeping into the sewer line from my house,inzinjerstvo,434
423,I have a tip truck which weighs 190 kg and which has to make 100 m on a slope of 38 ° How I can find its speed and the time which it can put to make travel,inzinjerstvo,424
433,I'd like to build an exploratory robot that can fit within confined spaces 1 As the robot moves along the inside of a 4 pipe it's likely to encounter some obstacles that need to be removed Typically that will be tree roots up to 1/2 thick There could also be globs of tissue paper caught by the roots The majority of the pipe is made from clay but a small portion of the pipe is cast iron The portion that has the obstacles is clay and was laid in the early 1960's The pipe to be traversed will likely have fluid (assume water) within it to varying degrees from partially full to completely full I'm initially planning on tethering the robot with coaxial cable and possibly an additional line like a steel cable The propulsion mechanism is still being defined but I expect that the robot will have some ability to fix itself in place while clearing out an obstacle The typical way of removing roots and other obstacles is through using a drain cleaning system The cutting head is usually a pronged piece of metal that can burrow through the obstacle The problem with this approach is that the pipe is damaged as part of the cleaning process and some amount of roots are left behind Another commercial approach that completely clears the line utilizes a spinning wire brush The downside of this approach is that pipe wall is severely damaged as part of the cleaning I would like to devise a cutting mechanism that doesn't significantly damage the pipe but also removes the majority of the obstacles encountered What type of cutting shearing grinding etc mechanism should I consider in order to clear out the path in front of the robot as it explores the line 1 It's a rather boring application actually I want to see how badly the roots are creeping into the sewer line from my house Ideally I'd like to clear out the roots too without damaging the clay pipe,inzinjerstvo,1811
435,I recall reading in an old issue of Model Railroader an article about railroad bridges In it the author mentioned that you shouldn't have a model suspension bridge for a railroad track on your layout because no such arrangement would be prototypical In his own words suspension bridges and trains don't mix I realize that the author probably wasn't an engineer (at least in the sense of this site) but his remark did get me thinking I am somewhat of a railroad buff and I can't think of a suspension bridge for trains - the closest thing that comes to mind are the trolley tracks that were on the Brooklyn Bridge * I understand that there wouldn't be many suspension bridges for trains since other bridge types would be better suited (cheaper easier to build etc ) but why are they rare if not nonexistent In short are there any railroad suspension bridges If not why not * Bear in mind though I live in the US and am pretty unfamiliar with foreign railroad infrastructure,inzinjerstvo,436
437,I'm a mechatronics engineering student currently on workplacement I've put forward a research proposal to develop an improved mechanical gripper used for automated product handling The company likes the proposal and wants to go ahead with it but they want more detail in the proposal specifically a budget I'm a little lost in this sense I'm not sure where to start I'm not sure how much a prototype will cost nor how many I will need I have considered taking a small percentage of the overall losses caused by the current solutions but even those seem unjustifiably large From other professional engineers experience what would be the usual method to develop a budget,inzinjerstvo,439
438,Given moisture content Specific gravity of solids initial volume and weight I'm asked to compute the moist unit weight dry unit weight and degree of saturation of this compacted soil This is already done This compacted soil sample was then submerged in water After 2 weeks it was found that the sample had swelled and its total volume had increased by 5% Then I'm asked to compute the new unit weight and moisture content of the soil sample after 2 weeks of submersion in water Moisture content and total volume are known to change but what properties remain constant during the submersion Can S(r) be taken as 1,inzinjerstvo,565
443,Some building are really tall if you flush the toilet and the contents go into a pipe and straight down there could be a lot of energy potentially enough to cause harm to the sewer pipe at the end of the fall I know that in my home the pipe goes straight down and then there is just a 90 degree bend According to Wikipedia the calculations for Terminal velocity have a lot of variables but in essence things that are falling get to top speed quickly When solids are falling straight down a drain pipe in a highrise building how fast do they fall What is the potential for the things that are falling to damage the pipes How is this addressed in building engineering,inzinjerstvo,445
444,Bridges in the UK can be assessed (to standard BA34/90) using an HB vehicle (to standard BD37/01 ) The HB vehicle is 16 wheel loads each of 2 5kN times units For concrete bridges the number of units is normally defined as 45 units at Ultimate Limit State (ULS) and 0 units at Serviceability Limit State (SLS); although the number of units for SLS is 30 if the bridge spans transversely Reference BS5400-4 1990 Clause 4 2 2 as modified by BD24/92 For steel bridges there doesn't seem to be an equivalent clause So how many units should be used at ULS and how many at SLS,inzinjerstvo,692
